SERVICEREQUESTID,SERVICEPRIORITY,SERVICECODE,SERVICECODEDESCRIPTION,SERVICETYPECODE,SERVICETYPECODEDESCRIPTION,SERVICEORDERDATE,SERVICEORDERSTATUS,SERVICECALLCOUNT,AGENCYABBREVIATION,INSPECTIONFLAG,INSPECTIONDATE,RESOLUTION,RESOLUTIONDATE,SERVICEDUEDATE,SERVICENOTES,PARENTSERVICEREQUESTID,ADDDATE,LASTMODIFIEDDATE,SITEADDRESS,LATITUDE,LONGITUDE,ZIPCODE,MARADDRESSREPOSITORYID,DCSTATADDRESSKEY,DCSTATLOCATIONKEY,WARD,ANC,SMD,DISTRICT,PSA,NEIGHBORHOODCLUSTER,HOTSPOT2006NAME,HOTSPOT2005NAME,HOTSPOT2004NAME,SERVICESOURCECODE
14-00029334,UNKNOWN,CHSASEPR,Child Safety Seat Program,DEPATRAN,DDOT,2/7/2014 11:24:49 AM,CLOSED,1,DDOT,N,2/25/2014 12:23:37 PM,UNKNOWN,2/25/2014 12:18:48 PM,,"Comments update:  14-00029334-Need a car seat for unborn child installed By GAY, KAREN: 2/25/2014 12:17:56 PM Child safety seat was properly installed. ",,2/7/2014 11:24:49 AM,2/25/2014 12:36:13 PM,437 NEW YORK AVENUE NW,38.90497192401460,-77.01728600084480,20001,279778,121875,121875,6,2C,2C04,THIRD,308,8,NONE,NONE,NONE,WEB
14-00029335,UNKNOWN,S0000,Abandoned Vehicle - On Public Property,ABAVEHOP,Abandoned Vehicle Operations - Public,2/7/2014 11:24:59 AM,CLOSED,1,DPW,Y,2/14/2014 1:18:00 PM,Vehicle Gone on Arrival - Close SR,2/14/2014 1:18:32 PM,2/28/2014 11:24:59 AM,PER AVI L.SHABAZZ THIS VEHICLE WAS GOA FROM THIS LOCATION ON 2/10/14...MP,,2/7/2014 11:24:59 AM,2/14/2014 1:35:35 PM,1075 KENILWORTH AVENUE NE,38.90396973835480,-76.94119786774590,20019,300314,166537,166537,7,7D,7D03,SIXTH,602,31,NONE,NONE,NONE,PHONE
14-00029336,UNKNOWN,S0321,Recycling Collection - Missed,SWMCOLRE,Recycling,2/7/2014 11:25:21 AM,OVERDUE CLOSED,1,DPW,N,2/10/2014 3:12:00 PM,Icy Road/Close SR,2/27/2014 3:13:05 PM,2/11/2014 11:25:21 AM,Due to snow. Closed out by T.Thompson.,,2/7/2014 11:25:21 AM,8/28/2014 5:28:06 PM,660 BRANDYWINE STREET SE,38.83026831644370,-76.99674554457270,20032,1239,1582,1582,8,8D,8D01,SEVENTH,706,39,NONE,NONE,YUMA ST SE,PHONE
14-00029337,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 11:25:27 AM,CLOSED,1,DDOT,N,2/11/2014 11:21:52 AM,UNKNOWN,2/11/2014 11:18:16 AM,2/14/2014 11:25:27 AM,Comments update:  14-00029337-  Meter Found Working,,2/7/2014 11:25:27 AM,10/30/2014 12:31:17 PM,G STREET NW & NORTH CAPITOL STREET NE,38.89891781060650,-77.009065645551,,0,464772,399872,6,6C,6C01,FIRST,103,25,NONE,NONE,NONE,PHONE
14-00029338,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 11:26:50 AM,CLOSED,1,DDOT,N,2/7/2014 12:06:14 PM,UNKNOWN,2/7/2014 12:03:06 PM,2/14/2014 11:26:50 AM,Comments update:  14-00029338-most of meters in block read failAddress Not Found,,2/7/2014 11:26:50 AM,2/8/2014 1:05:18 PM,6830 LAUREL STREET NW,38.97319551599040,-77.01385773447160,20012,245171,88365,88365,4,4B,4B07,FOURTH,401,17,NONE,NONE,NONE,PHONE
14-00029339,UNKNOWN,HOMYDRCO,How's My Driving-Compliment,HOMYDRPR,How's My Driving Program,2/7/2014 11:27:27 AM,OPEN,1,ORM,N,,UNKNOWN,,,,,2/7/2014 11:27:27 AM,2/7/2014 11:35:32 AM,1ST STREET SE & ATLANTIC STREET SE,38.83120635474120,-77.00588534603930,,0,208395,208395,8,8D,8D07,SEVENTH,708,39,NONE,NONE,NONE,PHONE
14-00029340,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 11:27:35 AM,CLOSED,1,DDOT,N,2/11/2014 12:52:03 PM,UNKNOWN,2/11/2014 12:48:23 PM,2/14/2014 11:27:35 AM,Comments update:  14-00029340-Broken Parking Meter  Meter Found Working,,2/7/2014 11:27:35 AM,2/12/2014 12:38:02 AM,800 - 819 BLOCK 13TH STREET NW,38.90001263402280,-77.029634229679,,0,455817,391845,2,2F,2F03,FIRST,101,8,NONE,NONE,NONE,OPEN311
14-00029341,UNKNOWN,S0391,Street Cleaning,STRALLCL,Street Cleaning,2/7/2014 11:27:47 AM,CLOSED,1,DPW,N,,UNKNOWN,2/12/2014 9:02:53 AM,3/20/2014 11:27:47 AM,,,2/7/2014 11:27:47 AM,1/3/2015 12:01:18 PM,1825 Q STREET NW,38.91129450087410,-77.04314360096090,20009,241237,84500,84500,2,2B,2B03,SECOND,208,6,NONE,NONE,NONE,PHONE
14-00029342,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 11:28:19 AM,CLOSED,1,DDOT,N,2/10/2014 12:52:23 PM,UNKNOWN,2/10/2014 12:48:08 PM,2/14/2014 11:28:19 AM,Comments update:  14-00029342-Broken Parking Meter  Meter Found Working,,2/7/2014 11:28:19 AM,2/10/2014 3:36:01 PM,700 - 799 BLOCK H STREET NW,38.89981498888210,-77.02243135211110,,0,457661,393683,2,2C,2C03,FIRST,102,8,NONE,NONE,NONE,OPEN311
14-00029343,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 11:30:25 AM,CLOSED,1,DDOT,N,2/10/2014 10:38:28 PM,UNKNOWN,2/10/2014 10:33:57 PM,2/14/2014 11:30:25 AM,Comments update:  14-00029343-Broken Parking Meter  Meter Found Working,,2/7/2014 11:30:25 AM,2/11/2014 3:07:24 AM,2100 - 2103 BLOCK VIRGINIA AVENUE NW,38.89550071828440,-77.04703440375560,,0,455059,391087,2,2A,2A05,SECOND,207,NONE,NONE,NONE,NONE,OPEN311
14-00029344,UNKNOWN,S0301,Pothole,STRBRIMA,Street & Bridge Maintenance,2/7/2014 11:32:13 AM,CLOSED,1,DDOT,N,2/10/2014 12:09:28 PM,UNKNOWN,2/10/2014 12:09:48 PM,2/12/2014 11:32:13 AM,"POTHOLE STREET REPAIR ( WO # 405585 )Projected Start:  FEB 07, 2014    Finish: FEB 09, 2014   Actual Start:  N/A    Finish: FEB 10, 2014",,2/7/2014 11:32:13 AM,2/10/2014 2:36:06 PM,5300 - 5399 BLOCK 42ND PLACE NW,38.96002514158850,-77.08289222990580,,0,466326,401368,3,3E,3E04,SECOND,202,11,NONE,NONE,NONE,PHONE
14-00029345,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 11:32:31 AM,CLOSED,1,DDOT,N,2/11/2014 4:37:28 PM,UNKNOWN,2/11/2014 4:33:21 PM,2/14/2014 11:32:31 AM,Comments update:  14-00029345-Broken Parking Meter  Meter Found Working,,2/7/2014 11:32:31 AM,2/12/2014 10:07:21 AM,400 - 499 BLOCK 3RD STREET NW,38.89546189295250,-77.01517722557490,,0,455003,391031,2,6C,6C09,FIRST,103,8,NONE,NONE,NONE,OPEN311
14-00029346,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 11:34:20 AM,CLOSED,1,DDOT,N,2/11/2014 1:37:08 PM,UNKNOWN,2/11/2014 1:33:27 PM,2/14/2014 11:34:20 AM,Comments update:  14-00029346-Broken Parking Meter  Meter Found Working,,2/7/2014 11:34:20 AM,2/12/2014 4:06:36 AM,200 - 299 BLOCK C STREET SW,38.88605044668850,-77.01442859088240,,0,456312,392340,6,6D,6D02,FIRST,105,9,NONE,NONE,NONE,OPEN311
14-00029347,UNKNOWN,S0301,Pothole,STRBRIMA,Street & Bridge Maintenance,2/7/2014 11:34:21 AM,OVERDUE CLOSED,1,DDOT,N,2/19/2014 9:43:15 AM,UNKNOWN,2/19/2014 9:40:01 AM,2/12/2014 11:34:21 AM,"Comments update:  14-00029347-utility work done street never repaired By CRAIG, DIRK: 2/19/2014 9:40:01 AM Per Inspector Blunt, This is a Wash Gas cut, that has concrete loose in it but the temp patch does not allow for final restoration at this time. The asphalt will be layered around 3-2-201. ",,2/7/2014 11:34:21 AM,2/19/2014 12:18:32 PM,5000 - 5099 BLOCK 41ST STREET NW,38.95532891478980,-77.08030333454780,,0,459491,395210,3,3E,3E04,SECOND,202,11,NONE,NONE,NONE,PHONE
14-00029348,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 11:34:27 AM,CLOSED,1,DDOT,N,2/10/2014 12:07:18 PM,UNKNOWN,2/10/2014 12:03:09 PM,2/14/2014 11:34:27 AM,Comments update:  14-00029348-  Meter Found Working,,2/7/2014 11:34:27 AM,2/25/2015 2:04:15 PM,3000 - 3004 BLOCK MOUNT PLEASANT STREET NW,38.92682153367940,-77.03659790523620,,0,475901,409409,1,1C,1C06,FOURTH,408,2,NONE,NONE,NONE,PHONE
14-00029349,UNKNOWN,S0031,Bulk Collection,SWMCOLBU,Bulk Collection,2/7/2014 11:34:51 AM,CLOSED,1,DPW,N,,UNKNOWN,2/14/2014 1:03:49 PM,3/4/2014 11:34:51 AM,,,2/7/2014 11:34:51 AM,10/30/2014 12:31:17 PM,3222 4TH STREET SE,38.842122948776,-77.00029488248620,20032,38205,23741,23741,8,8C,8C03,SEVENTH,705,39,NONE,NONE,NONE,PHONE
14-00029350,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 11:35:09 AM,CLOSED,1,DDOT,N,2/7/2014 12:06:14 PM,UNKNOWN,2/7/2014 12:03:06 PM,2/14/2014 11:35:09 AM,Comments update:  14-00029350-Address Not Found,,2/7/2014 11:35:09 AM,2/8/2014 1:05:18 PM,6100 - 6199 BLOCK GEORGIA AVENUE NW,38.96436325425280,-77.02775945820630,,0,463698,398974,4,4A,4A06,FOURTH,402,17,NONE,NONE,NONE,PHONE
14-00029351,UNKNOWN,S0031,Bulk Collection,SWMCOLBU,Bulk Collection,2/7/2014 11:35:12 AM,CLOSED,1,DPW,N,,UNKNOWN,2/21/2014 10:28:39 AM,3/4/2014 11:35:12 AM,,,2/7/2014 11:35:12 AM,12/15/2014 10:03:34 AM,4116 GAULT PLACE NE,38.89920628629720,-76.94354625724170,20019,26486,15432,15432,7,7D,7D06,SIXTH,602,30,NONE,NONE,NONE,PHONE
14-00029352,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 11:35:20 AM,CLOSED,1,DDOT,N,2/11/2014 3:52:23 PM,UNKNOWN,2/11/2014 3:48:31 PM,2/14/2014 11:35:20 AM,Comments update:  14-00029352-Broken Parking Meter  Meter Found Working,,2/7/2014 11:35:20 AM,2/12/2014 10:07:21 AM,400 - 501 BLOCK W STREET NW,38.91931223255980,-77.01848250661530,,0,475999,409493,1,1B,1B01,THIRD,306,3,NONE,NONE,NONE,OPEN311
14-00029353,UNKNOWN,S0261,Parking Enforcement,PARKENFO,Parking Enforcement,2/7/2014 11:36:25 AM,CLOSED,1,DPW,Y,2/8/2014 3:36:00 PM,Vehicle Gone on Arrival - Close SR,2/8/2014 3:36:26 PM,2/11/2014 11:36:25 AM,,,2/7/2014 11:36:25 AM,12/4/2014 9:20:16 AM,2323 PENNSYLVANIA AVENUE SE,38.87412588676060,-76.97274559379890,20020,48543,32792,32792,7,8A,8A01,SIXTH,607,34,NONE,NONE,NONE,PHONE
14-00029354,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 11:36:54 AM,CLOSED,1,DDOT,N,2/11/2014 4:37:28 PM,UNKNOWN,2/11/2014 4:33:21 PM,2/14/2014 11:36:54 AM,Comments update:  14-00029354-  Meter Found Working,,2/7/2014 11:36:54 AM,2/12/2014 10:07:21 AM,700 20TH STREET NW,38.89854800264260,-77.04515950997270,20006,243285,86216,86216,2,2A,2A01,SECOND,207,5,NONE,NONE,NONE,PHONE
14-00029355,UNKNOWN,S0301,Pothole,STRBRIMA,Street & Bridge Maintenance,2/7/2014 11:37:16 AM,CLOSED,1,DDOT,N,2/7/2014 1:12:21 PM,UNKNOWN,2/7/2014 1:06:28 PM,2/12/2014 11:37:16 AM,Comments update:  14-00029355-Combined to request - 1300238,,2/7/2014 11:37:16 AM,8/28/2014 5:28:06 PM,4844 RESERVOIR ROAD NW,38.91597662249640,-77.09657153001320,20007,224592,67917,67917,3,3D,3D05,SECOND,205,13,NONE,NONE,NONE,PHONE
14-00029356,UNKNOWN,S0261,Parking Enforcement,PARKENFO,Parking Enforcement,2/7/2014 11:40:14 AM,CLOSED,1,DPW,Y,2/8/2014 3:36:00 PM,Vehicle Gone on Arrival - Close SR,2/8/2014 3:36:09 PM,2/11/2014 11:40:14 AM,,,2/7/2014 11:40:14 AM,2/8/2014 4:05:20 PM,7 N STREET SW,38.87479701290150,-77.00951085732680,20003,298214,133926,133926,6,6D,6D03,FIRST,105,9,NONE,NONE,NONE,OPEN311
14-00029357,UNKNOWN,S0031,Bulk Collection,SWMCOLBU,Bulk Collection,2/7/2014 11:40:16 AM,CLOSED,1,DPW,N,,UNKNOWN,2/20/2014 9:56:27 AM,3/4/2014 11:40:16 AM,,,2/7/2014 11:40:16 AM,2/25/2015 2:04:15 PM,3738 JENIFER STREET NW,38.95883625662510,-77.073204349176,20015,264239,107384,107384,3,3G,3G07,SECOND,201,10,NONE,NONE,NONE,PHONE
14-00029358,UNKNOWN,CHSASEPR,Child Safety Seat Program,DEPATRAN,DDOT,2/7/2014 11:41:12 AM,CLOSED,1,DDOT,N,2/25/2014 11:11:29 AM,UNKNOWN,2/25/2014 11:08:20 AM,,"Comments update:  14-00029358-Need a car seat installed for a unborn child By GAY, KAREN: 2/25/2014 11:08:20 AM Infant seat was installed properly. ",,2/7/2014 11:41:12 AM,2/25/2014 11:35:53 AM,913 7TH STREET NE,38.90176084221580,-76.99589897472970,20002,82199,54026,54026,6,6A,6A01,FIRST,104,25,NONE,NONE,NONE,WEB
14-00029359,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 11:41:34 AM,CLOSED,1,DDOT,N,2/9/2014 9:08:38 PM,UNKNOWN,2/9/2014 9:03:08 PM,2/14/2014 11:41:34 AM,Comments update:  14-00029359-Broken Parking Meter  Meter Found Working,,2/7/2014 11:41:34 AM,2/10/2014 12:36:10 AM,1400 - 1499 BLOCK F STREET NW,38.89734780926740,-77.03280429011670,,0,456164,392192,2,2F,2F03,SECOND,207,8,NONE,NONE,NONE,OPEN311
14-00029360,UNKNOWN,RPP,Residential Parking Permit Violation,PARKENFO,Parking Enforcement,2/7/2014 11:42:35 AM,CLOSED,1,DPW,Y,2/8/2014 6:40:00 PM,Vehicle Gone on Arrival - Close SR,2/8/2014 6:40:10 PM,2/11/2014 11:42:35 AM,GOA,,2/7/2014 11:42:35 AM,5/29/2014 11:14:34 AM,5074 10TH STREET NE,38.95208214191020,-76.99309741198170,20017,13898,9379,9379,5,5A,5A03,FOURTH,405,20,NONE,NONE,NONE,PHONE
14-00029361,UNKNOWN,S0261,Parking Enforcement,PARKENFO,Parking Enforcement,2/7/2014 11:43:49 AM,CLOSED,1,DPW,Y,2/8/2014 3:54:00 PM,Vehicle Gone on Arrival - Close SR,2/8/2014 3:55:02 PM,2/11/2014 11:43:49 AM,GOA,,2/7/2014 11:43:49 AM,12/4/2014 9:20:16 AM,645 SOUTH CAROLINA AVENUE SE,38.88333596442950,-76.99695231191750,20003,1660,1526,1526,6,6B,6B03,FIRST,107,26,NONE,NONE,NONE,PHONE
14-00029362,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 11:44:00 AM,CLOSED,1,DDOT,N,2/11/2014 12:52:03 PM,UNKNOWN,2/11/2014 12:48:24 PM,2/14/2014 11:44:00 AM,Comments update:  14-00029362-Broken Parking Meter  Meter Found Working,,2/7/2014 11:44:00 AM,2/12/2014 12:38:02 AM,400 - 403 BLOCK 4TH STREET SW,38.88453379053740,-77.01755691678930,,0,455816,391844,6,6D,6D01,FIRST,105,9,NONE,NONE,NONE,OPEN311
14-00029363,UNKNOWN,DMV31,DMV - Vehicle Title Issues,DRIVEHSE,Driver Vehicle Services,2/7/2014 11:45:12 AM,CLOSED,1,DMV,N,2/18/2014 3:42:00 PM,Mailed - Close SR,2/18/2014 3:42:18 PM,2/19/2014 9:45:12 PM,replaced title on 02/18/2014,,2/7/2014 11:45:12 AM,2/18/2014 4:06:19 PM,3RD STREET NE & I STREET NE,38.90132705402860,-77.002036147298,,0,142920,142920,6,6C,6C05,FIRST,104,25,NONE,NONE,NONE,PHONE
14-00029364,UNKNOWN,HYPSHEIN,Hypothermia Shelter Information,311CALCE,311 Call Center,2/7/2014 11:45:22 AM,OPEN,1,Call Center,N,,UNKNOWN,,,,,2/7/2014 11:45:22 AM,1/3/2015 12:01:18 PM,6409 8TH STREET NW,38.96765768389980,-77.02398744341280,20012,250693,93883,93883,4,4B,4B03,FOURTH,402,17,NONE,NONE,NONE,PHONE
14-00029365,UNKNOWN,CHSASEPR,Child Safety Seat Program,DEPATRAN,DDOT,2/7/2014 11:45:47 AM,CLOSED,1,DDOT,N,2/25/2014 11:14:29 AM,UNKNOWN,2/25/2014 11:09:24 AM,,"Comments update:  14-00029365-needa a car seat for unborn child By GAY, KAREN: 2/25/2014 11:09:24 AM Infant seat was properly installed. ",,2/7/2014 11:45:47 AM,2/25/2014 11:35:53 AM,913 7TH STREET NE,38.90176084221580,-76.99589897472970,20002,82199,54026,54026,6,6A,6A01,FIRST,104,25,NONE,NONE,NONE,WEB
14-00029366,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 11:46:31 AM,CLOSED,1,DDOT,N,2/7/2014 12:06:14 PM,UNKNOWN,2/7/2014 12:03:07 PM,2/14/2014 11:46:31 AM,Comments update:  14-00029366-Address Not Found,,2/7/2014 11:46:31 AM,2/8/2014 1:05:18 PM,5225 WISCONSIN AVENUE NW,38.95838167622570,-77.08408710716860,20015,265902,108436,108436,3,3E,3E04,SECOND,202,11,NONE,NONE,NONE,PHONE
14-00029367,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 11:46:34 AM,CLOSED,1,DDOT,N,2/9/2014 10:38:48 PM,UNKNOWN,2/9/2014 10:33:15 PM,2/14/2014 11:46:34 AM,Comments update:  14-00029367-Broken Parking Meter  Meter Found Working,,2/7/2014 11:46:34 AM,2/10/2014 1:07:15 AM,800 - 819 BLOCK 13TH STREET NW,38.90001263402280,-77.029634229679,,0,455817,391845,2,2F,2F03,FIRST,101,8,NONE,NONE,NONE,OPEN311
14-00029368,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 11:47:31 AM,CLOSED,1,DDOT,N,2/11/2014 11:21:50 PM,UNKNOWN,2/11/2014 11:18:26 PM,2/14/2014 11:47:31 AM,Comments update:  14-00029368-Broken Parking Meter  Meter Found Working,,2/7/2014 11:47:31 AM,2/12/2014 10:36:13 AM,3100 - 3199 BLOCK N STREET NW,38.90680546579690,-77.062130436040,,0,456766,392788,2,2E,2E06,SECOND,206,4,NONE,NONE,NONE,OPEN311
14-00029369,UNKNOWN,S0031,Bulk Collection,SWMCOLBU,Bulk Collection,2/7/2014 11:48:05 AM,CLOSED,1,DPW,N,,UNKNOWN,2/14/2014 2:39:13 PM,3/4/2014 11:48:05 AM,,,2/7/2014 11:48:05 AM,9/9/2014 2:45:51 PM,1328 TALBERT TERRACE SE,38.86096914012210,-76.99092731921310,20020,67316,41730,41730,8,8A,8A05,SEVENTH,703,37,NONE,NONE,NONE,PHONE
14-00029370,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 11:49:22 AM,CLOSED,1,DDOT,N,2/10/2014 11:23:33 PM,UNKNOWN,2/10/2014 11:18:41 PM,2/14/2014 11:49:22 AM,Comments update:  14-00029370-Broken Parking Meter  Meter Found Working,,2/7/2014 11:49:22 AM,2/11/2014 5:35:45 AM,900 - 999 BLOCK 18TH STREET NW,38.90193125932020,-77.04169143416660,,0,455834,391862,2,2B,2B06,SECOND,207,6,NONE,NONE,NONE,OPEN311
14-00029371,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 11:50:06 AM,CLOSED,1,DDOT,N,2/11/2014 2:22:13 PM,UNKNOWN,2/11/2014 2:18:14 PM,2/14/2014 11:50:06 AM,Comments update:  14-00029371-Broken Parking Meter  Meter Found Working,,2/7/2014 11:50:06 AM,2/12/2014 7:07:08 AM,600 - 699 BLOCK 20TH STREET NW,38.89783838310940,-77.04491044317770,,0,455529,391557,2,2A,2A06,SECOND,207,5,NONE,NONE,NONE,OPEN311
14-00029372,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 11:50:16 AM,CLOSED,1,DDOT,N,2/12/2014 12:06:56 AM,UNKNOWN,2/12/2014 12:03:12 AM,2/14/2014 11:50:16 AM,"Comments update:  14-00029372-Parking Meter Request 4321 Wisconsin Avenue Northwest, Washington, DC 20016, USA   Meter Found Working",,2/7/2014 11:50:16 AM,2/12/2014 10:36:13 AM,3921 WINDOM PLACE NW,38.94568404072570,-77.07801225631930,20016,302296,270370,270557,3,3F,3F06,SECOND,202,11,NONE,NONE,NONE,OPEN311
14-00029373,UNKNOWN,S0346,Sanitation Enforcement,SWMSWEEN,Sanitation Enforcement,2/7/2014 11:50:22 AM,CLOSED,1,DPW,Y,2/11/2014 2:31:00 PM,Alley Cleaning Needed - Close SR,2/11/2014 2:31:10 PM,2/14/2014 11:50:22 AM,,,2/7/2014 11:50:22 AM,2/11/2014 3:07:06 PM,1818 BENNING ROAD NE,38.89923140113140,-76.97677612909520,20002,286493,125320,125320,5,5B,5B11,FIFTH,507,23,NONE,NONE,NONE,PHONE
14-00029374,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 11:50:59 AM,CLOSED,1,DDOT,N,2/11/2014 4:37:28 PM,UNKNOWN,2/11/2014 4:33:22 PM,2/14/2014 11:50:59 AM,Comments update:  14-00029374-Broken Parking Meter  Meter Found Working,,2/7/2014 11:50:59 AM,2/12/2014 10:07:21 AM,300 - 313 BLOCK 1ST STREET NW,38.89362640394830,-77.01217844765180,,0,456009,392037,6,6C,6C09,FIRST,103,8,NONE,NONE,NONE,OPEN311
14-00029375,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 11:51:17 AM,CLOSED,1,DDOT,N,2/11/2014 3:52:23 PM,UNKNOWN,2/11/2014 3:48:31 PM,2/14/2014 11:51:17 AM,Comments update:  14-00029375-Broken Parking Meter  Meter Found Working,,2/7/2014 11:51:17 AM,2/12/2014 10:07:21 AM,2100 - 2199 BLOCK GEORGIA AVENUE NW,38.91837495643660,-77.02189837086950,,0,475922,409430,1,1B,1B11,THIRD,305,3,NONE,NONE,NONE,OPEN311
14-00029376,UNKNOWN,CHSASEPR,Child Safety Seat Program,DEPATRAN,DDOT,2/7/2014 11:51:35 AM,CLOSED,1,DDOT,N,2/25/2014 12:32:38 PM,UNKNOWN,2/25/2014 12:27:35 PM,,"Comments update:  14-00029376-Need a car seat installed for a unborn child By GAY, KAREN: 2/25/2014 12:27:32 PM Car seat installed properly ",,2/7/2014 11:51:35 AM,2/25/2014 1:05:55 PM,1812 24TH STREET NW,38.91457359064640,-77.05287679235650,20008,218962,62064,62064,2,2D,2D01,SECOND,208,1,NONE,NONE,NONE,WEB
14-00029377,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 11:51:40 AM,CLOSED,1,DDOT,N,2/11/2014 1:37:08 PM,UNKNOWN,2/11/2014 1:33:27 PM,2/14/2014 11:51:40 AM,Comments update:  14-00029377-Broken Parking Meter  Meter Found Working,,2/7/2014 11:51:40 AM,2/12/2014 4:06:36 AM,300 - 399 BLOCK 7TH STREET SE,38.88535844568310,-76.99617466464350,,0,455718,391746,6,6B,6B02,FIRST,107,26,NONE,NONE,NONE,OPEN311
14-00029378,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 11:52:44 AM,CLOSED,1,DDOT,N,2/11/2014 4:37:28 PM,UNKNOWN,2/11/2014 4:33:22 PM,2/14/2014 11:52:44 AM,Comments update:  14-00029378-  Meter Found Working,,2/7/2014 11:52:44 AM,2/12/2014 10:07:21 AM,201 20TH STREET NE,38.89215957775240,-76.975954486468,20002,52884,23209,23209,6,6A,6A08,FIRST,108,25,NONE,NONE,NONE,PHONE
14-00029379,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 11:53:32 AM,CLOSED,1,DDOT,N,2/10/2014 9:08:18 PM,UNKNOWN,2/10/2014 9:03:18 PM,2/14/2014 11:53:32 AM,Comments update:  14-00029379-Broken Parking Meter  Meter Found Working,,2/7/2014 11:53:32 AM,2/11/2014 12:38:27 AM,3500 - 3599 BLOCK VAN NESS STREET NW,38.943137344426,-77.06851037063870,,0,475128,408900,3,3F,3F01,SECOND,203,12,NONE,NONE,NONE,OPEN311
14-00029380,UNKNOWN,RECCONRE,Recycling Cart -Repair,STRALLCL,Street Cleaning,2/7/2014 11:53:54 AM,CLOSED,1,DPW,N,2/12/2014 5:53:00 AM,Complete,2/12/2014 5:58:16 AM,3/10/2014 11:53:54 AM,no access 2 times,,2/7/2014 11:53:54 AM,12/4/2014 9:20:16 AM,5326 SHERIER PLACE NW,38.92758608742920,-77.10604818562890,20016,268770,111938,111938,3,3D,3D05,SECOND,205,13,NONE,NONE,NONE,PHONE
14-00029381,UNKNOWN,S0346,Sanitation Enforcement,SWMSWEEN,Sanitation Enforcement,2/7/2014 11:54:13 AM,CLOSED,1,DPW,Y,2/10/2014 4:11:00 PM,Ticket Issued - Close SR,2/10/2014 4:12:20 PM,2/14/2014 11:54:13 AM,"TRASH,PLASTIC TRASH BAGS,BULK ITEMS AT REAR/BACK YARD",,2/7/2014 11:54:13 AM,2/10/2014 4:35:52 PM,1682 IRVING STREET NW,38.92858629945630,-77.03917858649610,20010,236378,79414,79414,1,1D,1D05,FOURTH,408,2,NONE,NONE,NONE,PHONE
14-00029382,UNKNOWN,S0031,Bulk Collection,SWMCOLBU,Bulk Collection,2/7/2014 11:54:45 AM,CLOSED,1,DPW,N,,UNKNOWN,2/20/2014 1:01:00 PM,3/4/2014 11:54:45 AM,,,2/7/2014 11:54:45 AM,9/9/2014 2:45:51 PM,3200 ALABAMA AVENUE SE,38.86198245310610,-76.96124373266170,20020,38798,23947,23947,7,7B,7B02,SIXTH,606,35,NONE,NONE,NONE,PHONE
14-00029383,UNKNOWN,S0361,Sidewalk Repair,SISYINOD,SIOD ,2/7/2014 11:54:50 AM,OVERDUE OPEN,1,DDOT,N,3/20/2014 10:47:10 PM,UNKNOWN,,7/2/2014 11:54:50 AM,"Comments update:  14-00029383-two holes in the sidewalk By MARROW, DERRICK L: 3/20/2014 10:43:46 PM Per inspector, Sidewalk is sunk in around meter  ",,2/7/2014 11:54:50 AM,1/3/2015 12:01:18 PM,202 5TH STREET SE,38.88739400767590,-76.99927385217320,20003,52721,22631,22631,6,6B,6B02,FIRST,107,26,NONE,NONE,NONE,PHONE
