SERVICEREQUESTID,SERVICEPRIORITY,SERVICECODE,SERVICECODEDESCRIPTION,SERVICETYPECODE,SERVICETYPECODEDESCRIPTION,SERVICEORDERDATE,SERVICEORDERSTATUS,SERVICECALLCOUNT,AGENCYABBREVIATION,INSPECTIONFLAG,INSPECTIONDATE,RESOLUTION,RESOLUTIONDATE,SERVICEDUEDATE,SERVICENOTES,PARENTSERVICEREQUESTID,ADDDATE,LASTMODIFIEDDATE,SITEADDRESS,LATITUDE,LONGITUDE,ZIPCODE,MARADDRESSREPOSITORYID,DCSTATADDRESSKEY,DCSTATLOCATIONKEY,WARD,ANC,SMD,DISTRICT,PSA,NEIGHBORHOODCLUSTER,HOTSPOT2006NAME,HOTSPOT2005NAME,HOTSPOT2004NAME,SERVICESOURCECODE
14-00028343,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 11:52:54 AM,CLOSED,1,DDOT,N,2/11/2014 11:21:50 PM,UNKNOWN,2/11/2014 11:18:09 PM,2/13/2014 11:52:54 AM,Comments update:  14-00028343-  Meter Found Working,,2/6/2014 11:52:54 AM,2/12/2014 10:36:12 AM,1303 - 1399 BLOCK P STREET NW,38.90964649723940,-77.03142676092640,,0,476429,409852,2,2F,2F01,THIRD,307,7,NONE,NONE,NONE,PHONE
14-00028344,UNKNOWN,S0441,Trash Collection - Missed,SWMCOLTR,Trash Collection,2/6/2014 11:54:53 AM,OVERDUE CLOSED,1,DPW,N,2/7/2014 1:16:00 PM,Icy Road/Close SR,2/27/2014 1:16:15 PM,2/10/2014 11:54:53 AM,due to snow.  closed by STG,,2/6/2014 11:54:53 AM,2/27/2014 1:44:49 PM,1821 M STREET NE,38.90537494933420,-76.97738955016010,20002,55291,27891,27891,5,5B,5B10,FIFTH,507,23,NONE,NONE,NONE,WEB
14-00028345,UNKNOWN,S0031,Bulk Collection,SWMCOLBU,Bulk Collection,2/6/2014 11:55:04 AM,CLOSED,1,DPW,N,,UNKNOWN,2/14/2014 2:31:28 PM,3/3/2014 11:55:04 AM,,,2/6/2014 11:55:04 AM,9/9/2014 2:45:51 PM,2332 Q STREET SE,38.87092920569830,-76.97215370022980,20020,48266,32343,32343,8,8A,8A01,SIXTH,607,34,NONE,NONE,NONE,PHONE
14-00028346,UNKNOWN,S0459,Tree Removal,URBAFORR,Urban Forrestry,2/6/2014 11:55:41 AM,CLOSED,1,DDOT,N,2/7/2014 2:00:26 PM,UNKNOWN,2/7/2014 1:56:45 PM,3/4/2015 11:55:41 AM,"Comments update:  14-00028346-Customer stated the tree need to be cut down the roots are coming up braking the side walk By ONEILL, JOHN: 2/7/2014 10:37:22 AM Brick pavement was buckled by adjacent red maple.  Met resident and explained that we do not remove trees due to sidewalk conflicts will investigate the possibility of Flexi-Pave but informed resident that FP approval might be doubtful in historic Anacostia.  By ONEILL, JOHN: 2/7/2014 1:56:13 PM Flexipave WO created. ",,2/6/2014 11:55:41 AM,2/8/2014 4:35:19 PM,1342 V STREET SE,38.86531730075460,-76.98612345930770,20020,66453,41189,41189,8,8A,8A03,SEVENTH,701,28,NONE,NONE,NONE,PHONE
14-00028347,UNKNOWN,S0361,Sidewalk Repair,SISYINOD,SIOD ,2/6/2014 11:56:04 AM,OVERDUE OPEN,1,DDOT,N,3/13/2014 2:56:36 PM,UNKNOWN,,7/1/2014 11:56:04 AM,"Comments update:  14-00028347- By BHATIA, SANDEEP: 3/13/2014 2:52:55 PM 2 Loose and 2 cracked Pavers. Need to be reset, cone is in place.                                ",,2/6/2014 11:56:04 AM,7/3/2014 12:19:04 PM,22ND STREET NW & I STREET NW,38.90069208843810,-77.04882375433680,,0,275736,275923,2,2A,2A06,SECOND,207,5,NONE,NONE,NONE,PHONE
14-00028348,UNKNOWN,S0301,Pothole,STRBRIMA,Street & Bridge Maintenance,2/6/2014 11:56:19 AM,CLOSED,1,DDOT,N,2/7/2014 10:36:04 AM,UNKNOWN,2/7/2014 10:32:57 AM,2/11/2014 11:56:19 AM,"Comments update:  14-00028348- By MARSHALL, CELICIA: 2/7/2014 10:32:54 AM NEED  MORE INFORMATION FOR THIS D ST SW LOCATION ",,2/6/2014 11:56:19 AM,2/8/2014 9:35:01 AM,,0,0,,-100,-100,348291,,NONE,NONE,,,NONE,NONE,NONE,NONE,WEB
14-00028349,UNKNOWN,S0301,Pothole,STRBRIMA,Street & Bridge Maintenance,2/6/2014 11:56:38 AM,CLOSED,1,DDOT,N,2/6/2014 5:50:09 PM,UNKNOWN,2/6/2014 5:45:50 PM,2/11/2014 11:56:38 AM,Comments update:  14-00028349-There was a very large pothole in the right curb lane at this location at the end of last week (1/31).  There are now two large potholes in this location which makes it difficult to avoid either one.  They look to be the typeCombined to request - 1300447,,2/6/2014 11:56:38 AM,2/7/2014 6:07:54 PM,1ST STREET NW & NEW YORK AVENUE NW,38.90626902088940,-77.01216026363150,,0,207898,207898,6,6C,6C02,FIRST,103,8,NONE,NONE,NONE,WEB
14-00028350,UNKNOWN,S0441,Trash Collection - Missed,SWMCOLTR,Trash Collection,2/6/2014 11:57:28 AM,OVERDUE CLOSED,1,DPW,N,2/9/2014 1:49:00 PM,Collected - Close SR,2/26/2014 1:50:09 PM,2/10/2014 11:57:28 AM,CLD BY AH   02/26/14    COLLECTED BY M. QUEEN,,2/6/2014 11:57:28 AM,10/30/2014 12:31:17 PM,5720 MACARTHUR BOULEVARD NW,38.93307992756950,-77.11001213353350,20016,268982,111487,111487,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,PHONE
14-00028351,UNKNOWN,S0301,Pothole,STRBRIMA,Street & Bridge Maintenance,2/6/2014 11:58:47 AM,CLOSED,1,DDOT,N,2/7/2014 8:53:39 AM,UNKNOWN,2/7/2014 12:19:29 PM,2/11/2014 11:58:47 AM,"POTHOLE STREET REPAIR ( WO # 405271 )Projected Start:  FEB 06, 2014    Finish: FEB 08, 2014   Actual Start:  N/A             Finish: N/A",,2/6/2014 11:58:47 AM,2/8/2014 1:35:09 PM,3101 SOUTH DAKOTA AVENUE NE,38.93014052523140,-76.97003109722530,20018,40525,26305,26305,5,5A,5A11,FIFTH,503,24,NONE,NONE,NONE,WEB
14-00028352,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 12:00:52 PM,CLOSED,1,DDOT,N,2/9/2014 9:08:38 PM,UNKNOWN,2/9/2014 9:03:07 PM,2/13/2014 12:00:52 PM,Comments update:  14-00028352-  Meter Found Working,,2/6/2014 12:00:52 PM,3/3/2014 12:21:10 PM,1500 - 1519 BLOCK I STREET NW,38.90133681738490,-77.03411598983850,,0,456656,392678,2,2F,2F03,SECOND,207,8,NONE,NONE,NONE,PHONE
14-00028353,UNKNOWN,S0031,Bulk Collection,SWMCOLBU,Bulk Collection,2/6/2014 12:01:19 PM,CLOSED,1,DPW,N,,UNKNOWN,2/18/2014 8:14:42 AM,3/3/2014 12:01:19 PM,,,2/6/2014 12:01:19 PM,12/15/2014 10:03:34 AM,11 GALVESTON PLACE SW,38.82468903521420,-77.00825734255640,20032,74729,48609,48609,8,8D,8D04,SEVENTH,708,39,NONE,NONE,NONE,PHONE
14-00028354,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 12:01:21 PM,CLOSED,1,DDOT,N,2/12/2014 12:06:56 AM,UNKNOWN,2/12/2014 12:03:07 AM,2/13/2014 12:01:21 PM,Comments update:  14-00028354-Broken Parking Meter  Meter Found Working,,2/6/2014 12:01:21 PM,2/12/2014 10:36:12 AM,4200 - 4225 BLOCK CONNECTICUT AVENUE NW,38.94370322911340,-77.06323990730880,,0,455078,391106,3,3F,3F01,SECOND,203,12,NONE,NONE,NONE,OPEN311
14-00028355,UNKNOWN,S0000,Abandoned Vehicle - On Public Property,ABAVEHOP,Abandoned Vehicle Operations - Public,2/6/2014 12:02:02 PM,CLOSED,1,DPW,Y,2/10/2014 1:16:00 PM,Nothing Found - Close SR,2/10/2014 1:17:34 PM,2/27/2014 12:02:02 PM,PER AVI L.SHABAZZTHERE WAS NOTHING FOUND ON THE VEHICLE IN QUESTION ON 2/7/14....MP,,2/6/2014 12:02:02 PM,12/4/2014 9:20:16 AM,4200 - 4299 BLOCK GORMAN STREET SE,38.87923257254810,-76.94312682466980,,0,457729,393751,7,7E,7E01,SIXTH,605,33,NONE,NONE,NONE,PHONE
14-00028356,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 12:02:56 PM,CLOSED,1,DDOT,N,2/11/2014 3:52:23 PM,UNKNOWN,2/11/2014 3:48:12 PM,2/13/2014 12:02:56 PM,Comments update:  14-00028356-  Meter Found Working,,2/6/2014 12:02:56 PM,2/12/2014 10:07:20 AM,1 - 15 BLOCK FLORIDA AVENUE NW,38.91096339898680,-77.00943093478710,,0,477175,410524,5,5C,5C01,FIFTH,501,21,NONE,NONE,NONE,PHONE
14-00028357,UNKNOWN,S0406,Street Repair,SISYINOD,SIOD ,2/6/2014 12:03:05 PM,OVERDUE OPEN,1,DDOT,N,11/25/2014 8:05:43 AM,UNKNOWN,,5/19/2014 12:03:05 PM,"Comments update:  14-00028357- By TAPP, MERIKA: 11/25/2014 8:02:24 AM 200 ft of roadway is in poor conditions holding water,  need line strips and failed asphalt patches refer to S.M.B., Per Inspector NICKENS Completed Inspection On: 11-24-2014     Referring to DDOT Street and Bridge Maintenance Division for scheduling. Scheduling contingent upon funding and weather. Contact DDOT Customer Service Center: 202-671-2700 for more information.     ",,2/6/2014 12:03:05 PM,11/25/2014 8:33:50 AM,,0,0,,-100,-100,348291,,NONE,NONE,,,NONE,NONE,NONE,NONE,WEB
14-00028358,UNKNOWN,S0361,Sidewalk Repair,SISYINOD,SIOD ,2/6/2014 12:04:40 PM,OVERDUE CLOSED,1,DDOT,N,2/6/2014 12:13:33 PM,UNKNOWN,9/28/2014 9:18:55 AM,7/1/2014 12:04:40 PM,Comments update:  14-00028358-near liquor store and residential bldg;brick is coming up from tree roots,,2/6/2014 12:04:40 PM,9/29/2014 11:55:27 AM,7TH STREET SE & INDEPENDENCE AVENUE SE,38.88759501427740,-76.99617399700370,,0,211583,211583,6,6B,6B02,FIRST,107,26,NONE,NONE,NONE,PHONE
14-00028359,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 12:06:04 PM,CLOSED,1,DDOT,N,2/6/2014 12:52:36 PM,UNKNOWN,2/6/2014 12:48:05 PM,2/13/2014 12:06:04 PM,"Comments update:  14-00028359-All of the multi-space meters on K Street NW and Water Street NW between the 2800 and 3500 blocks should be looked at for replacement.  Many of the displays are unreadable, the credit card readers don't work, and it is otherwAddress Not Found",,2/6/2014 12:06:04 PM,2/7/2014 6:11:48 AM,3200 - 3229 BLOCK WATER STREET NW,38.90268692992390,-77.06333515501050,,0,454846,390874,2,2E,2E05,SECOND,206,4,NONE,NONE,NONE,WEB
14-00028360,UNKNOWN,S0459,Tree Removal,URBAFORR,Urban Forrestry,2/6/2014 12:07:01 PM,CLOSED,1,DDOT,N,2/7/2014 9:17:55 AM,UNKNOWN,6/9/2014 12:55:53 PM,3/4/2015 12:07:01 PM,"Comments update:  14-00028360-tree is at corner;near fire hydrant;tree is dead and marked for removal By BANUA, SIMOUN: 2/7/2014 9:14:02 AM this tree is scheduled to be removed (REMOVAL WO# 352534) ",,2/6/2014 12:07:01 PM,6/9/2014 1:08:14 PM,722 A STREET SE,38.88884444294530,-76.99526622676440,20003,77800,50822,50822,6,6B,6B02,FIRST,107,26,NONE,NONE,NONE,PHONE
14-00028361,UNKNOWN,S0031,Bulk Collection,SWMCOLBU,Bulk Collection,2/6/2014 12:07:29 PM,CLOSED,1,DPW,N,,UNKNOWN,2/6/2014 12:08:13 PM,3/3/2014 12:07:29 PM,,,2/6/2014 12:07:29 PM,1/3/2015 12:01:17 PM,3219 VOLTA PLACE NW,38.90995882812360,-77.06544904469520,20007,272727,115501,115501,2,2E,2E02,SECOND,206,4,NONE,NONE,NONE,PHONE
14-00028362,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 12:07:34 PM,CLOSED,1,DDOT,N,2/11/2014 1:37:08 PM,UNKNOWN,2/11/2014 1:33:17 PM,2/13/2014 12:07:34 PM,Comments update:  14-00028362-Broken Parking Meter  Meter Found Working,,2/6/2014 12:07:34 PM,2/12/2014 4:06:36 AM,300 - 369 BLOCK INDEPENDENCE AVENUE SW,38.88756457633990,-77.01588480646250,,0,455704,391732,6,2C,2C03,FIRST,101,NONE,NONE,NONE,NONE,OPEN311
14-00028363,UNKNOWN,S0406,Street Repair,SISYINOD,SIOD ,2/6/2014 12:07:37 PM,OVERDUE OPEN,1,DDOT,N,2/12/2014 10:44:01 AM,UNKNOWN,,5/19/2014 12:07:37 PM,"STREET PAVING ( WO # 384460 )Projected Start:  OCT 01, 2014    Finish: SEP 30, 2015   Actual Start:  N/A             Finish: N/A",,2/6/2014 12:07:37 PM,5/20/2014 12:41:44 AM,2031 37TH STREET NW,38.91779973206620,-77.07268610821450,20007,270322,113477,113477,3,3B,3B02,SECOND,204,14,NONE,NONE,NONE,WEB
14-00028364,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 12:10:29 PM,CLOSED,1,DDOT,N,2/10/2014 11:23:33 PM,UNKNOWN,2/10/2014 11:18:37 PM,2/13/2014 12:10:29 PM,Comments update:  14-00028364-Broken Parking Meter  Meter Found Working,,2/6/2014 12:10:29 PM,2/11/2014 5:35:45 AM,1100 - 1199 BLOCK NEW JERSEY AVENUE SE,38.87700783332610,-77.00435414706240,,0,455326,391354,6,6D,6D07,FIRST,106,27,NONE,NONE,NONE,OPEN311
14-00028365,UNKNOWN,S0301,Pothole,STRBRIMA,Street & Bridge Maintenance,2/6/2014 12:10:39 PM,CLOSED,1,DDOT,N,2/6/2014 3:22:53 PM,UNKNOWN,2/6/2014 3:19:21 PM,2/11/2014 12:10:39 PM,"Comments update:  14-00028365- By MARSHALL, CELICIA: 2/6/2014 3:19:17 PM DUPLICATE TICKET SAME AS SQ# 1299848 ",,2/6/2014 12:10:39 PM,2/7/2014 10:35:38 AM,4601 MARTIN LUTHER KING JR AVENUE SW,38.82485127093360,-77.01322550527880,20032,295152,131260,131260,8,8D,8D06,SEVENTH,708,NONE,NONE,NONE,NONE,PHONE
14-00028366,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 12:11:17 PM,CLOSED,1,DDOT,N,2/10/2014 12:07:18 PM,UNKNOWN,2/10/2014 12:03:06 PM,2/13/2014 12:11:17 PM,Comments update:  14-00028366-Broken Parking Meter  Meter Found Working,,2/6/2014 12:11:17 PM,2/10/2014 2:36:06 PM,700 - 749 BLOCK 10TH STREET NW,38.89868538896860,-77.02599144605980,,0,477174,410523,2,2C,2C03,FIRST,101,8,NONE,NONE,NONE,OPEN311
14-00028367,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 12:11:58 PM,CLOSED,1,DDOT,N,2/10/2014 10:38:28 PM,UNKNOWN,2/10/2014 10:33:54 PM,2/13/2014 12:11:58 PM,Comments update:  14-00028367-Broken Parking Meter  Meter Found Working,,2/6/2014 12:11:58 PM,2/11/2014 3:07:24 AM,700 - 799 BLOCK 12TH STREET NW,38.89906341826720,-77.02808156662430,,0,455715,391743,2,2C,2C03,FIRST,101,8,NONE,NONE,NONE,OPEN311
14-00028368,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 12:13:38 PM,CLOSED,1,DDOT,N,2/11/2014 4:37:28 PM,UNKNOWN,2/11/2014 4:33:11 PM,2/13/2014 12:13:38 PM,Comments update:  14-00028368-Broken Parking Meter  Meter Found Working,,2/6/2014 12:13:38 PM,2/12/2014 10:07:20 AM,3700 - 3799 BLOCK NEW HAMPSHIRE AVENUE NW,38.93698694198260,-77.02380755868830,,0,458134,394161,4,4C,4C08,FOURTH,407,18,NONE,NONE,NONE,OPEN311
14-00028369,UNKNOWN,HMDCP,How's My Driving - Complaint,HOMYDRPR,How's My Driving Program,2/6/2014 12:14:40 PM,OVERDUE OPEN,1,ORM,N,,UNKNOWN,,2/18/2014 12:14:40 PM,,,2/6/2014 12:14:40 PM,2/19/2014 12:39:17 AM,MINNESOTA AVENUE NE & NANNIE HELEN BURROUGHS AVENUE NE,38.90192775951660,-76.94260898267770,,0,148253,148253,7,7D,7D06,SIXTH,602,30,NONE,NONE,NONE,PHONE
14-00028370,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 12:14:42 PM,CLOSED,1,DDOT,N,2/11/2014 3:52:23 PM,UNKNOWN,2/11/2014 3:48:12 PM,2/13/2014 12:14:42 PM,Comments update:  14-00028370-Broken Parking Meter  Meter Found Working,,2/6/2014 12:14:42 PM,2/12/2014 10:07:20 AM,2000 - 2099 BLOCK GEORGIA AVENUE NW,38.91701075412980,-77.02189469161020,,0,455839,391867,1,1B,1B01,THIRD,306,3,NONE,NONE,NONE,OPEN311
14-00028371,UNKNOWN,CHSASEPR,Child Safety Seat Program,DEPATRAN,DDOT,2/6/2014 12:14:52 PM,CLOSED,1,DDOT,N,2/18/2014 5:22:39 PM,UNKNOWN,2/18/2014 5:19:12 PM,,"Comments update:  14-00028371-Need a car seat for 19 month old child By GAY, KAREN: 2/18/2014 5:19:09 PM Installed car seat with LATCH ",,2/6/2014 12:14:52 PM,2/18/2014 5:36:53 PM,2138 CALIFORNIA STREET NW,38.91605614444930,-77.04795378299930,20008,226062,68715,68715,2,2D,2D02,SECOND,208,1,NONE,NONE,NONE,WEB
14-00028372,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 12:15:27 PM,CLOSED,1,DDOT,N,2/11/2014 12:52:03 PM,UNKNOWN,2/11/2014 12:48:09 PM,2/13/2014 12:15:27 PM,Comments update:  14-00028372-Broken Parking Meter  Meter Found Working,,2/6/2014 12:15:27 PM,2/12/2014 12:06:19 AM,800 - 899 BLOCK 6TH STREET NW,38.90033936703740,-77.01991018218580,,0,456089,392117,2,2C,2C03,FIRST,102,8,NONE,NONE,NONE,OPEN311
14-00028373,UNKNOWN,S0031,Bulk Collection,SWMCOLBU,Bulk Collection,2/6/2014 12:16:04 PM,CLOSED,1,DPW,N,,UNKNOWN,2/14/2014 12:57:30 PM,3/3/2014 12:16:04 PM,,,2/6/2014 12:16:04 PM,1/3/2015 12:01:17 PM,1127 WAHLER PLACE SE,38.83544832646550,-76.98796116572480,20032,277890,120002,120002,8,8E,8E04,SEVENTH,706,39,NONE,NONE,NONE,PHONE
14-00028374,UNKNOWN,S0457,Tree Inspection,URBAFORR,Urban Forrestry,2/6/2014 12:16:19 PM,CLOSED,1,DDOT,N,2/7/2014 10:36:04 AM,UNKNOWN,2/7/2014 10:30:39 AM,2/13/2014 12:16:19 PM,"Comments update:  14-00028374-large tree limbs in rear of 1747 18th p l, nw are falling adjacent to 1733 Riggs pl, nw..  please inspect and determine who is responsible for trees and remove  ASAP. By BANUA, SIMOUN: 2/7/2014 10:30:39 AM the tree in question originates from private property and is the home owners responsibility to maintain.  i have cleared the limb failures in the alley. ",,2/6/2014 12:16:19 PM,2/8/2014 9:35:01 AM,1747 18TH STREET NW,38.91364683514150,-77.04143817884050,20009,238044,81359,81359,2,2B,2B01,THIRD,301,6,NONE,NONE,NONE,PHONE
14-00028375,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 12:16:34 PM,CLOSED,1,DDOT,N,2/11/2014 3:52:23 PM,UNKNOWN,2/11/2014 3:48:12 PM,2/13/2014 12:16:34 PM,Comments update:  14-00028375-Broken Parking Meter  Meter Found Working,,2/6/2014 12:16:34 PM,2/12/2014 10:07:20 AM,2100 - 2199 BLOCK PENNSYLVANIA AVENUE NW,38.90169940347530,-77.04774436192870,,0,455073,391101,2,2A,2A06,SECOND,207,6,NONE,NONE,NONE,OPEN311
14-00028376,UNKNOWN,S05AL,Alleylight Repair Investigation,TRAOP001,TOA,2/6/2014 12:16:34 PM,OVERDUE CLOSED,1,DDOT,N,2/17/2014 7:38:07 PM,UNKNOWN,2/17/2014 7:33:09 PM,2/10/2014 12:16:34 PM,Comments update:  14-00028376-please replace light bulb in front of the Ambassador's residence. light post  right in front of the building next to the pedestrian crosswalkRepairs Completed,,2/6/2014 12:16:34 PM,2/17/2014 8:10:25 PM,2301 MASSACHUSETTS AVENUE NW,38.91284868462050,-77.05102986297410,20008,234947,78256,78256,2,2D,2D02,SECOND,208,1,NONE,NONE,NONE,WEB
14-00028377,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 12:16:58 PM,CLOSED,1,DDOT,N,2/11/2014 11:21:50 PM,UNKNOWN,2/11/2014 11:18:09 PM,2/13/2014 12:16:58 PM,Comments update:  14-00028377-Broken Parking Meter  Meter Found Working,,2/6/2014 12:16:58 PM,2/12/2014 10:36:12 AM,1400 - 1499 BLOCK P STREET NW,38.90965198608070,-77.03325427679380,,0,454898,390926,2,2F,2F01,SECOND,208,7,NONE,NONE,NONE,OPEN311
14-00028378,UNKNOWN,S0301,Pothole,STRBRIMA,Street & Bridge Maintenance,2/6/2014 12:17:18 PM,CLOSED,1,DDOT,N,2/7/2014 1:37:09 PM,UNKNOWN,2/7/2014 1:37:11 PM,2/11/2014 12:17:18 PM,"POTHOLE STREET REPAIR ( WO # 405512 )Projected Start:  FEB 07, 2014    Finish: FEB 09, 2014   Actual Start:  N/A    Finish: FEB 07, 2014",,2/6/2014 12:17:18 PM,2/8/2014 4:35:19 PM,450 MASSACHUSETTS AVENUE NW,38.900492812636,-77.01832061546590,20001,297629,133410,133410,2,6C,6C09,FIRST,102,8,NONE,NONE,NONE,WEB
14-00028379,UNKNOWN,S0031,Bulk Collection,SWMCOLBU,Bulk Collection,2/6/2014 12:17:18 PM,CLOSED,1,DPW,N,,UNKNOWN,2/20/2014 8:47:28 AM,3/3/2014 12:17:18 PM,,,2/6/2014 12:17:18 PM,12/4/2014 9:20:16 AM,1607 CORCORAN STREET NW,38.91201182905210,-77.03741171271940,20009,226160,69469,69469,2,2B,2B04,THIRD,301,6,NONE,NONE,NONE,PHONE
14-00028380,UNKNOWN,S0081,Curb and Gutter Repair,SISYINOD,SIOD ,2/6/2014 12:17:24 PM,OVERDUE OPEN,1,DDOT,N,7/10/2014 6:04:37 PM,UNKNOWN,,7/1/2014 12:17:24 PM,"Comments update:  14-00028380-the curb need repair its damage some can get hurt By DOGGETT, QUARTNEY R: 7/10/2014 5:58:54 PM Referred to Street and Bridge Maintenance to schedule.  15 feet of curb is cracked in un Evan and missing to turn over street maintenance ",,2/6/2014 12:17:24 PM,7/10/2014 6:39:35 PM,522 21ST STREET NW,38.89671618642030,-77.04690098727910,20006,226084,69071,69071,2,2A,2A06,SECOND,207,5,NONE,NONE,NONE,PHONE
14-00028381,UNKNOWN,S0031,Bulk Collection,SWMCOLBU,Bulk Collection,2/6/2014 12:18:20 PM,CLOSED,1,DPW,N,,UNKNOWN,2/14/2014 2:57:50 PM,3/3/2014 12:18:20 PM,,,2/6/2014 12:18:20 PM,9/9/2014 2:45:51 PM,1834 T PLACE SE,38.86702456487570,-76.97740630931750,20020,54954,27696,27696,8,7B,7B01,SEVENTH,701,34,NONE,NONE,NONE,PHONE
14-00028382,UNKNOWN,RPP,Residential Parking Permit Violation,PARKENFO,Parking Enforcement,2/6/2014 12:18:48 PM,CLOSED,1,DPW,Y,2/6/2014 4:44:00 PM,Ticket Issued - Close SR,2/6/2014 4:45:38 PM,2/10/2014 12:18:48 PM,RPP NOI 8124573391 @ 3:58PM NOI 8124573413 @ 4:08PM BDG 166,,2/6/2014 12:18:48 PM,2/6/2014 5:06:45 PM,4000 - 4099 BLOCK 8TH STREET NW,38.94032478950290,-77.02327405271520,,0,477127,410476,4,4C,4C07,FOURTH,407,18,NONE,NONE,NONE,PHONE
14-00028383,UNKNOWN,S0261,Parking Enforcement,PARKENFO,Parking Enforcement,2/6/2014 12:19:09 PM,CLOSED,1,DPW,Y,2/6/2014 12:46:00 PM,Not Enforceable - Close SR,2/6/2014 12:47:20 PM,2/10/2014 12:19:09 PM,fail to follow direction when posting the signs   not in book,,2/6/2014 12:19:09 PM,7/17/2014 7:59:59 AM,3910 YUMA STREET NW,38.94608820883390,-77.07779236769470,20016,222952,66039,66039,3,3F,3F06,SECOND,202,11,NONE,NONE,NONE,PHONE
14-00028384,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 12:19:15 PM,CLOSED,1,DDOT,N,2/11/2014 12:52:03 PM,UNKNOWN,2/11/2014 12:48:09 PM,2/13/2014 12:19:15 PM,Comments update:  14-00028384-Broken Parking Meter  Meter Found Working,,2/6/2014 12:19:15 PM,2/12/2014 12:06:19 AM,500 - 599 BLOCK INDEPENDENCE AVENUE SW,38.88756857303040,-77.01932810729040,,0,455665,391693,6,6D,6D01,FIRST,105,NONE,NONE,NONE,NONE,OPEN311
14-00028385,UNKNOWN,CHSASEPR,Child Safety Seat Program,DEPATRAN,DDOT,2/6/2014 12:19:30 PM,CLOSED,1,DDOT,N,2/18/2014 5:25:39 PM,UNKNOWN,2/18/2014 5:22:33 PM,,"Comments update:  14-00028385-Need a car seat installed for a 11 month old child By GAY, KAREN: 2/18/2014 5:22:29 PM Convertible installed with LATCH ",,2/6/2014 12:19:30 PM,2/18/2014 5:36:53 PM,4340 GARFIELD STREET NW,38.92726907251530,-77.08538474080950,20007,265407,108246,108246,3,3D,3D01,SECOND,205,13,NONE,NONE,NONE,WEB
14-00028386,UNKNOWN,SIGTRAMA,Traffic Signal Maintenance,TRAFSIGN,Traffic Signals,2/6/2014 12:20:15 PM,OVERDUE OPEN,1,DDOT,N,2/6/2014 12:28:34 PM,UNKNOWN,,2/6/2014 6:20:15 PM,"Comments update:  14-00028386-Traffic Signal Maintenance 1200-1298 20th Street Northwest, Washington, DC 20036, USA   This issue has an image. You can view it here http://seeclickfix.com/issues/928606 .",,2/6/2014 12:20:15 PM,2/7/2014 5:36:22 AM,1253 20TH STREET NW,38.90708008482290,-77.044693823107,20036,285500,124012,124012,2,2B,2B06,SECOND,208,6,NONE,NONE,NONE,OPEN311
14-00028387,UNKNOWN,S05SL,Streetlight Repair Investigation,TRAOP001,TOA,2/6/2014 12:20:19 PM,CLOSED,1,DDOT,N,2/9/2014 2:22:53 PM,UNKNOWN,2/9/2014 2:18:08 PM,2/10/2014 12:20:19 PM,Comments update:  14-00028387-customer stated they came and fix it is out againRepairs Completed,,2/6/2014 12:20:19 PM,2/9/2014 3:05:19 PM,4625 ASBURY PLACE NW,38.95050398493450,-77.09530500594120,20016,269465,112611,112611,3,3E,3E02,SECOND,202,11,NONE,NONE,NONE,PHONE
14-00028388,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 12:20:48 PM,CLOSED,1,DDOT,N,2/11/2014 3:52:23 PM,UNKNOWN,2/11/2014 3:48:13 PM,2/13/2014 12:20:48 PM,Comments update:  14-00028388-Broken Parking Meter  Meter Found Working,,2/6/2014 12:20:48 PM,2/12/2014 10:07:20 AM,900 - 999 BLOCK K STREET NW,38.90252203077710,-77.02500141939710,,0,455894,391922,2,2F,2F06,FIRST,101,8,NONE,NONE,NONE,OPEN311
